"Species","Common","IUIS Allergen","Type","Group*","Length","GI#@","First Version"
"Ascaris suum","Parasitic roundworm","Asc s 13.0101","Worm (parasite)","Ascaris lumbricoides/suum  Glutathione S-transfera","206","1170109","15"
"Aspergillus flavus","Fungus","Unassigned","Aero Fungi","Aspergillus Oryzin Asp o 13, fl 13","403","74665726","7"
"Aspergillus fumigatus","Fungus","Asp f 1","Aero Fungi","Aspergillus Asp f 1","125","3021324","7"
"Aspergillus fumigatus","Fungus","Asp f 1","Aero Fungi","Aspergillus Asp f 1","150","9280360","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 1","176","54039254","7"
"Aspergillus fumigatus","Fungus","Asp f 10","Aero Fungi","Aspergillus Asp f 10","395","963013","7"
"Aspergillus fumigatus","Fungus","Asp f 11","Aero Fungi","Aspergillus Asp f 11","178","5019414","7"
"Aspergillus fumigatus","Fungus","Asp f 18.0101","Aero Fungi","Aspergillus Asp f 18 and Asp n 18","495","2143220","7"
"Aspergillus fumigatus","Fungus","Asp f 2","Aero Fungi","Aspergillus Asp f 2","250","664852","7"
"Aspergillus fumigatus","Fungus","Asp f 2","Aero Fungi","Aspergillus Asp f 2","310","83300352","7"
"Aspergillus fumigatus","Fungus","Asp f 22","Aero Fungi","Aspergillus Asp f 22","438","13925873","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 22","438","83288046","7"
"Aspergillus fumigatus","Fungus","Asp f 23.0101","Aero Fungi","Aspergillus Asp f 23","392","21215170","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 23","392","83305621","7"
"Aspergillus fumigatus","Fungus","Asp f 27.0101","Aero Fungi","Aspergillus Asp f 27","163","91680605","7"
"Aspergillus fumigatus","Fungus","Asp f 28.0101","Aero Fungi","Aspergillus Asp f 28","108","91680607","7"
"Aspergillus fumigatus","Fungus","Asp f 29.0101","Aero Fungi","Aspergillus Asp f 29","110","91680609","7"
"Aspergillus fumigatus","Fungus","Asp f 3","Aero Fungi","Aspergillus Asp f 3","168","2769700","7"
"Aspergillus fumigatus","Fungus","Asp f 34.0101","Aero Fungi","Aspergillus Asp f 34","185","133920236","8"
"Aspergillus fumigatus","Fungus","Asp f 4","Aero Fungi","Aspergillus Asp f 4","286","3005839","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 4","322","83300369","7"
"Aspergillus fumigatus","Fungus","Asp f 5","Aero Fungi","Aspergillus Asp f 5","634","3776613","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 5","634","85541646","11"
"Aspergillus fumigatus","Fungus","Asp f 6","Aero Fungi","Aspergillus Asp f 6","221","1648970","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 6","210","83305645","7"
"Aspergillus fumigatus","Fungus","Asp f 7","Aero Fungi","Aspergillus Asp f 7","270","83300389","7"
"Aspergillus fumigatus","Fungus","Asp f 8","Aero Fungi","Aspergillus Asp f 8","111","6686524","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 8","111","83305635","7"
"Aspergillus fumigatus","Fungus","Asp f 9","Aero Fungi","Aspergillus Asp f 9","302","2879890","7"
"Aspergillus fumigatus","Fungus","Unassigned","Aero Fungi","Aspergillus Endo-chitosanase","238","74629604","16"
"Aspergillus fumigatus Af293","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 2","304","66849502","7"
"Aspergillus fumigatus Af293","Fungus","Unassigned","Aero Fungi","Aspergillus Endo-chitosanase","242","74666748","16"
"Aspergillus fumigatus var. RP-2014","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 4","322","666434194","16"
"Aspergillus fumigatus var. RP-2014","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 7","270","666431137","16"
"Aspergillus niger","Fungus","Unassigned","Aero Fungi","Aspergillus Asp f 18 and Asp n 18","533","289172","7"
"Aspergillus niger","Fungus","Asp n 14","Aero Fungi","Aspergillus Asp n 14","804","2181180","7"
"Aspergillus niger","Fungus","Asp n 14","Aero Fungi","Aspergillus Asp n 14","804","4235093","7"
"Aspergillus oryzae","Fungus","Asp o 21","Aero Fungi","Aspergillus Asp o 21","499","94706935","7"
"Aspergillus oryzae","Fungus","Asp o 21.0101","Aero Fungi","Aspergillus Asp o 21","499","166531","15"
"Aspergillus oryzae","Fungus","Asp o 13","Aero Fungi","Aspergillus Oryzin Asp o 13, fl 13","403","129235","7"
"Aspergillus versicolor","Fungus","Unassigned","Aero Fungi","Aspergillus versicolor serine protease","403","294441150","16"
"Bacillus lentus","Bacteria","Unassigned","Bacteria airway","Bacillus lentus subtilisin","269","267048","9"
"Bacillus licheniformis","Bacteria","Unassigned","Bacteria airway","Bacillus licheniformis subtlilisin","379","135016","9"
"Bacillus licheniformis","Bacteria","Unassigned","Bacteria airway","Bacillus licheniformis subtlilisin","374","11127680","9"
"Bacillus sp.","Bacteria","Unassigned","Bacteria airway","Bacillus lentus Esperase","361","1225905","9"
"Balanus rostratus","Crustacean","Unassigned","Food Animal","Balanus r tropomyosin","284","125659386","9"
"Bassia scoparia","summer cypress","Unassigned","Aero Plant","Bassia scoparia	 Koc s 1","167","914410012","16"
"Batillus cornutus","Japanese turban shell","Unassigned","Food Animal","Batillus Tur c1","284","219806588","10"
"Bertholletia excelsa","Brazil nut","Ber e 1","Food Plant","Bertholletia Ber e 1","146","112754","7"
"Bertholletia excelsa","Brazil nut","Ber e 2","Food Plant","Bertholletia Ber e 2","465","30313867","7"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula  glutathione S-transferase","237","573005958","16"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","51","320545","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","534898","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","534900","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","534910","7"
"Betula pendula","European white birch","Bet v 1.1601","Aero Plant","Betula Bet v 1","160","1321714","7"
"Betula pendula","European white birch","Bet v 1.1701","Aero Plant","Betula Bet v 1","160","1321716","7"
"Betula pendula","European white birch","Bet v 1.1801","Aero Plant","Betula Bet v 1","160","1321718","7"
"Betula pendula","European white birch","Bet v 1.1502","Aero Plant","Betula Bet v 1","160","1321720","7"
"Betula pendula","European white birch","Bet v 1.1901","Aero Plant","Betula Bet v 1","160","1321722","7"
"Betula pendula","European white birch","Bet v 1.2001","Aero Plant","Betula Bet v 1","160","1321724","7"
"Betula pendula","European white birch","Bet v 1.2101","Aero Plant","Betula Bet v 1","160","1321726","7"
"Betula pendula","European white birch","Bet v 1.2201","Aero Plant","Betula Bet v 1","160","1321728","7"
"Betula pendula","European white birch","Bet v 1m/n","Aero Plant","Betula Bet v 1","160","1168710","7"
"Betula pendula","European white birch","Bet v 1.0108","Aero Plant","Betula Bet v 1","160","1542861","7"
"Betula pendula","European white birch","Bet v 1.0109","Aero Plant","Betula Bet v 1","160","1542863","7"
"Betula pendula","European white birch","Bet v 1.0110","Aero Plant","Betula Bet v 1","160","1542865","7"
"Betula pendula","European white birch","Bet v 1.0111","Aero Plant","Betula Bet v 1","160","1542867","7"
"Betula pendula","European white birch","Bet v 1.0112","Aero Plant","Betula Bet v 1","160","1542869","7"
"Betula pendula","European white birch","Bet v 1.0113","Aero Plant","Betula Bet v 1","160","1542871","7"
"Betula pendula","European white birch","Bet v 1.0114","Aero Plant","Betula Bet v 1","160","1542873","7"
"Betula pendula","European white birch","Bet v 1.2301","Aero Plant","Betula Bet v 1","160","2414158","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","2564220","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","2564222","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","2564224","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","2564228","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006928","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006945","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006953","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006955","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006957","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006959","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006961","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006965","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","160","4006967","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","4376216","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","4376219","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","4376220","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","4376221","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","4376222","7"
"Betula pendula","European white birch","Bet v 1 b1","Aero Plant","Betula Bet v 1","160","4590392","7"
"Betula pendula","European white birch","Bet v 1 b2","Aero Plant","Betula Bet v 1","160","4590394","7"
"Betula pendula","European white birch","bet v 1 b3","Aero Plant","Betula Bet v 1","160","4590396","7"
"Betula pendula","European white birch","Bet v 1.0701","Aero Plant","Betula Bet v 1","160","1168706","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","11514622","7"
"Betula pendula","European white birch","Bet v 1x","Aero Plant","Betula Bet v 1","21","30908931","7"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","38492423","7"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","43","239734","7"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","120","4006963","7"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","120","4006947","7"
"Betula pendula","European white birch","Bet v 1.0203","Aero Plant","Betula Bet v 1","160","452742","8"
"Betula pendula","European white birch","Bet v 1","Aero Plant","Betula Bet v 1","159","159162097","9"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","159","560188693","15"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","159","550544347","15"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","160","565807648","15"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","159","560188694","15"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","159","560188692","15"
"Betula pendula","European white birch","Bet v 1.0101","Aero Plant","Betula Bet v 1","160","17938","15"
"Betula pendula","European white birch","Bet v 1.0102","Aero Plant","Betula Bet v 1","160","452732","15"
"Betula pendula","European white birch","Bet v 1.0103","Aero Plant","Betula Bet v 1","160","452734","15"
"Betula pendula","European white birch","Bet v 1.0104","Aero Plant","Betula Bet v 1","160","452736","15"
"Betula pendula","European white birch","Bet v 1.0106","Aero Plant","Betula Bet v 1","160","452740","15"
"Betula pendula","European white birch","Bet v 1.0107","Aero Plant","Betula Bet v 1","160","452744","15"
"Betula pendula","European white birch","Bet v 1.0201","Aero Plant","Betula Bet v 1","160","450885","15"
"Betula pendula","European white birch","Bet v 1.0202","Aero Plant","Betula Bet v 1","160","452730","15"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1","159","661918055","16"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 1b","51","320546","7"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 2","133","157830684","9"
"Betula pendula","European white birch","Bet v 2.0101","Aero Plant","Betula Bet v 2","133","166953","11"
"Betula pendula","European white birch","Unassigned","Aero Plant","Betula Bet v 2","133","576017922","15"
"Betula pendula","European white birch","Bet v 3.0101","Aero Plant","Betula Bet v 3","205","488605","15"
"Betula pendula","European white birch","Bet v 4.0101","Aero Plant","Betula Bet v 4","85","809536","15"
"Betula pendula","European white birch","Bet v 6.0102","Aero Plant","Betula Bet v 6","308","10764491","7"
"Betula pendula","European white birch","Bet v 7","Aero Plant","Betula Bet v 7","173","21886603","7"
"Betula platyphylla","Japanese white birch","Unassigned","Aero Plant","Betula Bet v 1","160","12583681","7"
"Betula platyphylla","Japanese white birch","Unassigned","Aero Plant","Betula Bet v 1","160","12583683","7"
"Betula platyphylla","Japanese white birch","Unassigned","Aero Plant","Betula Bet v 1","160","12583685","7"
"Betula sp.","Birch","Unassigned","Aero Plant","Betula Bet v 1","51","298736","7"
"Betula sp.","Birch","Unassigned","Aero Plant","Betula Bet v 1b","51","298737","7"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella  chymotrypsin-like","252","757943154","16"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella 36 kDa allergen","20","544618","7"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella 36 kDa allergen","25","544619","7"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella arginine kinase","356","221602737","10"
"Blattella germanica","German cockroach","Bla g 1.0201","Aero Insect","Blattella Bla g 1","492","4240395","7"
"Blattella germanica","German cockroach","Bla g 1.0101","Aero Insect","Blattella Bla g 1","412","4572592","7"
"Blattella germanica","German cockroach","Bla g 11.0101","Aero Insect","Blattella Bla g 11 alpha Amylase","515","85002763","15"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 2","330","62738637","7"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 2","352","145105726","9"
"Blattella germanica","German cockroach","Bla g 2.0101","Aero Insect","Blattella Bla g 2","352","1176397","11"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 2","334","315113421","12"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 3","657","262272875","11"
"Blattella germanica","German cockroach","Bla g 3.0101","Aero Insect","Blattella Bla g 3","657","262272877","11"
"Blattella germanica","German cockroach","Bla g 4","Aero Insect","Blattella Bla g 4","182","1166573","7"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 4","182","144952778","9"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 4","181","212675308","10"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 4","191","194350815","11"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 4","190","194350817","11"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella Bla g 5","200","144952780","9"
"Blattella germanica","German cockroach","Bla g 5.0101","Aero Insect","Blattella Bla g 5","200","2326190","11"
"Blattella germanica","German cockroach","Bla g 6.0101","Aero Insect","Blattella Bla g 6","151","82704032","8"
"Blattella germanica","German cockroach","Bla g 6.0201","Aero Insect","Blattella Bla g 6","151","82704034","8"
"Blattella germanica","German cockroach","Bla g 6.0301","Aero Insect","Blattella Bla g 6","154","82704036","8"
"Blattella germanica","German cockroach","Bla g 7.0101","Aero Insect","Blattella Bla g 7","284","8101069","7"
"Blattella germanica","German cockroach","Unassigned","Aero Insect","Blattella delta GST","216","161137518","11"
"Blomia tropicalis","Mite","Blo t 1","Aero Mite","Blomia Blo t 1.01","221","14276828","7"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 1.02","333","33667928","8"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 1.02","333","2","8"
"Blomia tropicalis","Mite","Blo t 10.0101","Aero Mite","Blomia Blo t 10","284","156938889","9"
"Blomia tropicalis","Mite","Blo t 11","Aero Mite","Blomia Blo t 11","875","21954740","7"
"Blomia tropicalis","Mite","Unassigned","Aero Insect","Blomia Blo t 12","69","723586656","16"
"Blomia tropicalis","Mite","Blo t 12","Aero Mite","Blomia Blo t 12","144","902012","7"
"Blomia tropicalis","Mite","Blo t 13","Aero Mite","Blomia Blo t 13.01","130","1377859","7"
"Blomia tropicalis","Mite","Blo t 21.0101","Aero Insect","Blomia Blo t 21","129","60679570","9"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 21","129","111120432","8"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 21","129","111494253","8"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 21","129","111120424","8"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 21","129","111120428","8"
"Blomia tropicalis","Mite","Blo t 3.0101","Aero Mite","Blomia Blo t 3","266","25989482","7"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 3","266","33667930","8"
"Blomia tropicalis","Mite","Unassigned","Aero Insect","Blomia Blo t 4 alpha amylase","506","33667932","8"
"Blomia tropicalis","Mite","Blo t 5","Aero Mite","Blomia Blo t 5","134","4204917","7"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 5","134","111120436","9"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 5","134","111120450","9"
"Blomia tropicalis","Mite","Unassigned","Aero Mite","Blomia Blo t 5","119","160285626","9"
"Blomia tropicalis","Mite","Unassigned","Aero Insect","Blomia Blo t 7 non_iuis allergen","192","33667936","8"
